"x"
1276
1507
1420
1603
1616
1742
2576
2150
2214
2186
2136
1889
1983
2475
2598
2183
2095
1946
1980
2245
2483
2466
2414
2169
1734
1405
1480
2241
2391
2192
1909
1741
1203
1358
2221
2319
1916
1772
1465
1001
1034
1589
1734
1781
1665
1198
831
1219
1445
1501
1190
1204
1074
641
597
656
1478
1089
1117
951
621
774
980
1009
1006
878
637
457
511
914
875
817
825
720
348
401
786
747
700
634
564
317
378
739
755
548
626
496
321
369
559
698
739
677
302
323
371
1141
841
1031
816
754
473
435
896
965
961
915
882
476
529
1096
1225
1086
1094
969
534
1100
1222
1440
1289
1183
1119
457
559
1255
1408
1181
1291
1087
572
517
1097
1515
1038
1309
1045
608
469
1225
689
1100
1092
966
495
423
1226
1157
1099
928
976
440
485
