"x"
1062
1059
1017
963
805
434
317
465
1102
906
1148
735
391
419
1198
937
855
956
695
259
406
1026
1047
895
909
772
302
334
895
907
897
835
671
369
470
696
905
977
967
653
457
390
772
989
828
926
809
458
479
933
1157
838
945
960
445
514
1007
1010
988
1055
923
489
554
1595
1108
1159
1206
1107
553
758
1408
1422
1195
1195
1360
767
814
1702
1918
2029
1935
1637
1051
1065
2132
2236
1403
1544
1349
1035
1309
2547
2810
2947
2608
2382
1389
1558
2573
3163
2977
3369
2524
1654
1645
2966
3722
3445
2930
2804
1702
1792
3292
3370
2914
1510
1908
1431
1866
3611
3904
3311
2242
2540
1423
1973
3594
3910
4013
4178
3235
2088
1834
4368
4012
3776
3808
3561
1987
1561
2389
4431
4118
3775
3534
1842
1763
3971
4112
3827
3577
2870
1943
1768
3523
3886
3901
3672
2732
1465
1441
3035
3394
3165
2842
2269
1175
938
1632
2422
2581
2523
1908
1203
1195
2268
3231
2420
2139
1507
1084
1307
1917
2532
1925
1712
1503
690
694
1776
1540
1553
1413
969
510
693
1255
1189
1633
1023
764
726
548
944
1458
1347
1153
806
441
625
894
1075
1101
884
752
310
458
827
2600
1027
907
758
288
443
879
933
908
865
705
347
487
846
891
939
752
757
300
473
675
1001
885
804
746
322
474
912
816
823
817
636
257
389
695
797
790
627
531
267
393
783
674
686
624
487
196
432
646
992
1356
531
343
149
172
