"x"
443
311
461
221
392
526
266
332
460
340
501
555
285
125
197
301
470
459
267
313
249
236
437
396
488
465
621
236
190
267
477
391
415
0
3007
220
195
159
368
393
562
202
252
247
343
391
0
289
396
453
318
434
374
387
162
315
293
302
268
220
406
284
123
124
534
325
302
285
327
146
277
442
380
411
306
314
385
310
441
491
703
488
525
439
614
665
573
627
871
893
959
1192
1733
1008
1072
1059
865
895
1188
1217
1241
657
804
684
346
347
514
541
492
325
673
206
235
278
302
302
255
243
119
180
223
142
201
289
158
66
108
145
104
255
89
47
27
97
98
60
149
71
127
31
33
62
67
83
4100
149
31
35
31
28
52
