"x"
203
165
288
618
603
271
228
190
186
198
574
933
576
734
140
257
678
754
650
513
357
178
355
627
623
710
559
544
233
351
685
679
761
678
647
340
425
798
853
769
661
677
295
513
934
941
1061
817
659
419
561
969
965
760
482
296
337
538
1051
1217
1016
469
293
311
597
1188
1231
1518
1081
1009
490
491
1125
1264
1154
1135
1014
551
476
1160
1395
1347
1071
1145
595
690
1155
1336
1438
1087
1192
568
623
1261
1199
1276
1251
937
489
721
1315
1361
1442
1220
1025
653
611
1092
1189
1439
1331
1031
606
711
1359
1446
1575
1343
1252
773
828
1721
1848
1808
1714
1490
1098
1122
1951
2381
2195
2122
1956
1070
1334
2850
2661
2724
2656
2368
1247
1603
3147
2317
2654
3510
3409
1582
2013
3655
3925
3655
2801
1909
1242
1912
4068
3671
4148
3752
2378
1857
1711
3757
3445
3491
3337
2877
1522
1756
3347
3197
2051
3042
2766
1334
1380
3081
3012
3032
2861
2240
1266
1125
2979
2771
2536
2186
2082
922
1111
2245
2581
2277
2187
2001
1061
1085
2451
2500
2511
2126
1726
889
862
2184
2463
2101
2426
1941
913
966
2334
2508
1914
1191
1670
880
1149
2648
2392
2505
2177
1974
1120
1020
2685
2702
2314
2476
2205
1031
981
2103
2265
2038
2008
1517
721
714
1938
2064
1932
1876
1636
771
789
1759
1585
1727
1472
1158
565
782
1659
1536
1609
1389
1271
481
668
1379
1400
1431
1291
1081
479
625
1289
1373
1341
885
949
415
544
1237
1072
1126
959
999
389
508
1268
1045
1016
892
912
389
414
1094
990
1023
894
611
333
417
859
887
871
818
629
278
318
881
697
782
740
638
271
220
327
249
824
636
669
299
284
678
801
663
638
586
248
265
673
665
629
680
540
266
194
817
681
608
490
454
226
204
684
570
428
630
416
151
207
175
206
572
507
465
128
202
379
399
466
447
350
119
207
403
435
373
408
216
133
