"x"
39
84
35
86
41
78
122
133
131
107
67
99
105
204
204
188
217
213
108
125
154
165
425
373
353
229
317
480
430
493
406
349
290
316
571
650
602
827
639
467
530
808
779
759
963
700
456
735
1130
1076
1069
1031
1046
658
727
1054
1061
1190
1137
864
471
741
1365
1194
1510
1076
801
476
863
1193
1238
1268
843
857
634
764
1332
1185
1239
1172
982
583
762
1406
1104
1180
993
1031
594
722
1317
1086
1259
1213
1060
558
685
1300
1173
1222
1298
932
617
835
1294
1280
1299
1123
844
708
768
1317
1296
1313
1165
1099
581
685
1258
1199
1202
1267
941
524
602
1358
1366
1226
1085
827
569
789
1194
1184
1242
1007
723
587
796
1352
1163
1237
1051
828
455
723
1203
1079
985
849
897
401
647
1150
1204
867
849
604
458
320
525
1157
974
848
767
405
458
1082
962
869
828
681
351
466
794
932
795
822
722
339
391
858
982
773
654
588
358
393
810
725
735
654
534
278
194
378
732
814
643
415
235
326
648
571
505
563
387
233
302
526
504
551
573
292
