"x"
103
152
190
434
382
303
70
120
208
269
240
621
307
65
70
143
377
272
238
207
96
126
295
271
288
305
227
80
118
326
268
196
234
146
71
132
261
240
200
228
53
82
45
113
298
123
198
138
55
83
71
146
126
163
31
46
65
181
117
154
85
33
34
72
181
0
0
168
115
314
115
141
134
189
233
170
94
151
325
322
351
399
316
179
266
493
588
673
780
700
280
439
767
945
1000
964
830
419
432
1172
1303
917
1129
879
327
478
925
1020
1060
1184
855
397
326
817
979
989
793
688
253
239
246
332
570
698
694
222
210
486
633
613
463
391
125
198
321
353
462
405
291
106
100
410
281
314
255
191
113
68
281
261
253
